RegionId,Name,Observations,Sum,Sentiment
1133720,"11703133720",47,2682.53,57.08
2114304,"20607114304",1,47.67,47.67
3125854,"30907125854",1,36.12,36.12
3108910,"30402108910",105,2430.40,23.15
3113309,"30504113309",1,43.10,43.10
3138663,"31401138663",8,403.27,50.41
2133514,"21301133514",2,158.68,79.34
2113223,"20605113223",3,39.05,13.02
1137539,"11904137539",2,130.80,65.40
3127814,"31002127814",1,39.79,39.79
5116510,"50702116510",37,1539.00,41.59
3138717,"31401138717",5,309.71,61.94
1141732,"12104141732",9,490.68,54.52
2115219,"20701115219",1,-68.08,-68.08
2112833,"20605112833",6,218.16,36.36
2114002,"20607114002",5,188.05,37.61
1131802,"11603131802",26,689.95,26.54
4101319,"40103101319",2,141.66,70.83
4101116,"40103101116",11,555.12,50.47
4100122,"40101100122",37,1482.31,40.06
2111703,"20604111703",18,557.53,30.97
5114502,"50607114502",3,222.68,74.23
1132908,"11703132908",7,246.01,35.14
1140416,"12102140416",1,40.19,40.19
1142118,"12202142118",3,142.82,47.61
1133623,"11703133623",8,437.01,54.63
1138116,"11904138116",13,239.87,18.45
5104339,"50302104339",1,-7.72,-7.72
4103502,"40202103502",7,390.32,55.76
4101522,"40104101522",1,85.55,85.55
2131732,"21204131732",7,365.79,52.26
2111813,"20604111813",16,552.30,34.52
2122701,"21001122701",10,361.21,36.12
2117112,"20801117112",2,157.62,78.81
1149915,"12602149915",1,86.25,86.25
1140009,"12101140009",1,82.64,82.64
3109611,"30403109611",1,47.31,47.31
2134904,"21303134904",4,279.02,69.76
8105310,"80105105310",100,4849.85,48.50
8112301,"80105112301",15,460.54,30.70
5106609,"50403106609",2,126.59,63.30
5118803,"50705118803",4,174.12,43.53
3110607,"30501110607",35,1357.82,38.79
2114215,"20607114215",4,-11.47,-2.87
4101809,"40105101809",3,-34.79,-11.60
1132251,"11701132251",9,404.64,44.96
8113107,"80106113107",10,554.92,55.49
5114729,"50607114729",3,51.45,17.15
